order_type,payment_method,Month,day Of Week,Hour,Discount Category,order_id
Takeaway,Wallet,August,Thursday,20,No Discount,106117
Delivery,Cash,August,Thursday,20,No Discount,106805
Takeaway,UPI,August,Thursday,17,Low Discount,107719
Dine-in,Wallet,August,Thursday,13,No Discount,109201
Dine-in,Wallet,August,Thursday,21,High Discount,109296
Dine-in,Debit Card,August,Thursday,16,Medium Discount,109918
Delivery,Credit Card,August,Thursday,10,No Discount,110167
Delivery,UPI,August,Thursday,13,High Discount,110402
Dine-in,Debit Card,August,Thursday,19,No Discount,110722
Delivery,Cash,August,Thursday,17,Medium Discount,110830
Takeaway,UPI,August,Thursday,19,No Discount,112115
Takeaway,UPI,August,Thursday,10,Medium Discount,112984
Takeaway,UPI,August,Thursday,16,Low Discount,113086
Dine-in,Debit Card,August,Thursday,15,Low Discount,113657
Delivery,Credit Card,August,Thursday,20,High Discount,113687
Dine-in,Wallet,August,Thursday,22,No Discount,113873
Dine-in,Debit Card,August,Thursday,17,No Discount,114150
Takeaway,Debit Card,August,Thursday,14,High Discount,114409
Takeaway,Credit Card,August,Thursday,15,High Discount,116437
Takeaway,Wallet,August,Thursday,16,No Discount,116490
Takeaway,Wallet,August,Thursday,15,Medium Discount,116677
Takeaway,Cash,August,Thursday,13,High Discount,116678
Dine-in,Debit Card,August,Thursday,16,No Discount,116701
Dine-in,Debit Card,August,Thursday,12,High Discount,116831
Takeaway,Cash,August,Thursday,21,Medium Discount,117123
Dine-in,Debit Card,August,Thursday,10,No Discount,117196
Delivery,Wallet,August,Thursday,13,High Discount,117542
Takeaway,Wallet,August,Thursday,16,High Discount,117778
Takeaway,Cash,August,Thursday,22,No Discount,118675
Dine-in,Wallet,August,Thursday,16,Low Discount,119192
Takeaway,Debit Card,August,Thursday,20,Medium Discount,119941
Takeaway,Cash,August,Thursday,19,Low Discount,120150
Delivery,Credit Card,August,Thursday,15,Low Discount,121393
Delivery,Wallet,August,Thursday,21,High Discount,121761
Dine-in,Cash,August,Thursday,11,Medium Discount,122078
Delivery,UPI,August,Thursday,19,No Discount,122251
Takeaway,Debit Card,August,Thursday,14,No Discount,122405
Dine-in,Cash,August,Thursday,19,Medium Discount,122560
Takeaway,Debit Card,August,Thursday,21,Medium Discount,123366
Dine-in,Cash,August,Thursday,18,Low Discount,123446
Dine-in,Wallet,August,Thursday,16,High Discount,123812
Dine-in,UPI,August,Thursday,11,No Discount,123905
Dine-in,UPI,August,Thursday,19,No Discount,124357
Dine-in,UPI,August,Thursday,22,No Discount,124530
Takeaway,UPI,August,Thursday,22,Medium Discount,124677
Takeaway,Debit Card,August,Thursday,13,No Discount,124734
Takeaway,Debit Card,August,Thursday,15,Medium Discount,125248
Takeaway,Debit Card,August,Thursday,13,No Discount,125408
Takeaway,Credit Card,August,Thursday,22,Low Discount,125889
Takeaway,Credit Card,August,Thursday,13,High Discount,126452
Takeaway,Credit Card,August,Thursday,20,No Discount,126584
Delivery,Credit Card,August,Thursday,21,Medium Discount,126650
Delivery,UPI,August,Thursday,14,No Discount,126748
Takeaway,Wallet,August,Thursday,12,No Discount,126859
Delivery,Cash,August,Thursday,13,No Discount,127210
Takeaway,Debit Card,August,Thursday,14,Low Discount,127395
Takeaway,Cash,August,Thursday,12,No Discount,127721
Delivery,Debit Card,August,Thursday,18,Medium Discount,128385
Takeaway,Credit Card,August,Thursday,22,Low Discount,128692
Delivery,Wallet,August,Thursday,18,Medium Discount,128708
Takeaway,Wallet,August,Thursday,14,No Discount,129319
Takeaway,UPI,August,Thursday,22,No Discount,129622
Delivery,Debit Card,August,Thursday,10,Medium Discount,130218
Dine-in,Wallet,August,Thursday,10,Low Discount,130222
Dine-in,Wallet,August,Thursday,10,Low Discount,130814
Delivery,Credit Card,August,Thursday,21,High Discount,131288
Delivery,UPI,August,Thursday,15,No Discount,132180
Takeaway,Debit Card,August,Thursday,10,No Discount,132199
Delivery,Debit Card,August,Thursday,19,Low Discount,132275
Takeaway,Debit Card,August,Thursday,16,No Discount,132996
Takeaway,Wallet,August,Thursday,17,No Discount,133094
Dine-in,UPI,August,Thursday,22,No Discount,133258
Takeaway,Debit Card,August,Thursday,11,No Discount,134358
Dine-in,Credit Card,August,Thursday,11,No Discount,134770
Takeaway,UPI,August,Thursday,10,High Discount,134876
Dine-in,UPI,August,Thursday,11,Low Discount,135147
Dine-in,Wallet,August,Thursday,20,High Discount,135695
Takeaway,Debit Card,August,Thursday,21,Low Discount,135973
Takeaway,UPI,August,Thursday,16,No Discount,136016
Dine-in,Debit Card,August,Thursday,11,High Discount,136164
Dine-in,Wallet,August,Thursday,20,Low Discount,136296
Delivery,Wallet,August,Thursday,10,High Discount,136956
Delivery,Cash,August,Thursday,16,No Discount,137125
Dine-in,Debit Card,August,Thursday,15,Low Discount,138721
Delivery,Debit Card,August,Thursday,12,High Discount,138874
Takeaway,Debit Card,August,Thursday,12,High Discount,138949
Dine-in,UPI,August,Thursday,15,No Discount,139344
Takeaway,Wallet,August,Thursday,18,High Discount,139558
Dine-in,Credit Card,August,Thursday,22,Medium Discount,140090
Delivery,Cash,August,Thursday,19,High Discount,141042
Delivery,Credit Card,August,Thursday,16,Low Discount,141261
Dine-in,Wallet,August,Thursday,20,Low Discount,141333
Delivery,UPI,August,Thursday,20,Medium Discount,141514
Delivery,UPI,August,Thursday,17,No Discount,141707
Takeaway,Credit Card,August,Thursday,18,No Discount,143047
Delivery,Cash,August,Thursday,12,No Discount,143268
Takeaway,Credit Card,August,Thursday,21,Medium Discount,143857
Takeaway,Credit Card,August,Thursday,12,No Discount,144563
Delivery,Credit Card,August,Thursday,22,High Discount,144677
Takeaway,Credit Card,August,Thursday,17,High Discount,144863
Delivery,Wallet,August,Thursday,15,No Discount,145007
Takeaway,Cash,August,Thursday,13,High Discount,145520
Delivery,Debit Card,August,Thursday,11,Low Discount,145853
Takeaway,Debit Card,August,Thursday,21,High Discount,146794
Dine-in,Cash,August,Thursday,14,High Discount,146847
Dine-in,Debit Card,August,Thursday,22,High Discount,148345
Dine-in,Debit Card,August,Thursday,13,High Discount,148709
Dine-in,Credit Card,August,Thursday,13,Medium Discount,148847
Delivery,Credit Card,August,Thursday,22,High Discount,149400
Dine-in,Wallet,August,Thursday,14,No Discount,149550
Delivery,Wallet,September,Sunday,10,No Discount,100116
Dine-in,Debit Card,September,Sunday,18,No Discount,100562
Delivery,UPI,September,Sunday,12,Medium Discount,100679
Takeaway,Cash,September,Sunday,18,Medium Discount,101068
Dine-in,UPI,September,Sunday,15,No Discount,101212
Takeaway,Credit Card,September,Sunday,21,No Discount,101590
Delivery,UPI,September,Sunday,13,High Discount,101653
Takeaway,Cash,September,Sunday,13,Medium Discount,101748
Dine-in,Cash,September,Sunday,10,High Discount,101974
Takeaway,Wallet,September,Sunday,11,No Discount,102140
Dine-in,Debit Card,September,Sunday,19,High Discount,102254
Dine-in,Credit Card,September,Sunday,20,Medium Discount,102443
Dine-in,Credit Card,September,Sunday,11,No Discount,102618
Takeaway,Credit Card,September,Sunday,20,High Discount,102783
Dine-in,UPI,September,Sunday,20,No Discount,103048
Delivery,Credit Card,September,Sunday,17,No Discount,103583
Takeaway,Debit Card,September,Sunday,15,No Discount,103813
Dine-in,Wallet,September,Sunday,20,High Discount,104286
Takeaway,UPI,September,Sunday,13,No Discount,104363
Delivery,Wallet,September,Sunday,11,Medium Discount,104760
Takeaway,Credit Card,September,Sunday,17,High Discount,104939
Dine-in,Credit Card,September,Sunday,14,Low Discount,105394
Delivery,Cash,September,Sunday,20,Low Discount,106330
Delivery,Credit Card,September,Sunday,10,High Discount,106784
Takeaway,Debit Card,September,Sunday,11,Medium Discount,108529
Dine-in,Wallet,September,Sunday,10,Medium Discount,108551
Takeaway,Wallet,September,Sunday,17,Medium Discount,108590
Dine-in,Cash,September,Sunday,18,No Discount,109225
Delivery,Wallet,September,Sunday,22,No Discount,109778
Dine-in,Wallet,September,Sunday,20,Medium Discount,109845
Delivery,Wallet,September,Sunday,17,No Discount,110328
Dine-in,Cash,September,Sunday,21,High Discount,110457
Dine-in,Wallet,September,Sunday,15,Medium Discount,111539
Delivery,Credit Card,September,Sunday,16,Medium Discount,111654
Dine-in,Wallet,September,Sunday,12,Low Discount,111906
Takeaway,Debit Card,September,Sunday,11,No Discount,112786
Delivery,UPI,September,Sunday,17,No Discount,112881
Takeaway,Debit Card,September,Sunday,21,Medium Discount,112958
Takeaway,Cash,September,Sunday,16,High Discount,113001
Takeaway,Cash,September,Sunday,19,Medium Discount,113739
Dine-in,UPI,September,Sunday,17,Medium Discount,114135
Delivery,UPI,September,Sunday,17,Medium Discount,114407
Delivery,Credit Card,September,Sunday,21,No Discount,114510
Dine-in,Cash,September,Sunday,21,No Discount,114797
Dine-in,Cash,September,Sunday,16,Low Discount,115065
Delivery,Debit Card,September,Sunday,20,High Discount,115113
Dine-in,UPI,September,Sunday,20,Low Discount,115206
Delivery,Wallet,September,Sunday,18,No Discount,115310
Takeaway,Credit Card,September,Sunday,14,High Discount,115346
Takeaway,UPI,September,Sunday,17,No Discount,115934
Dine-in,Wallet,September,Sunday,21,No Discount,116738
Delivery,Debit Card,September,Sunday,20,Low Discount,116900
Delivery,Cash,September,Sunday,13,High Discount,117224
Takeaway,Credit Card,September,Sunday,14,Medium Discount,117498
Delivery,Debit Card,September,Sunday,16,High Discount,117624
Delivery,Debit Card,September,Sunday,15,High Discount,117793
Dine-in,Wallet,September,Sunday,22,Low Discount,118267
Takeaway,Wallet,September,Sunday,18,Low Discount,118470
Dine-in,Cash,September,Sunday,13,Low Discount,118844
Takeaway,Credit Card,September,Sunday,10,No Discount,118858
Dine-in,Wallet,September,Sunday,20,No Discount,118962
Delivery,Debit Card,September,Sunday,13,Medium Discount,119175
Takeaway,Wallet,September,Sunday,15,No Discount,119318
Dine-in,UPI,September,Sunday,17,No Discount,119420
Takeaway,Credit Card,September,Sunday,20,No Discount,120118
Takeaway,UPI,September,Sunday,17,High Discount,120173
Delivery,Debit Card,September,Sunday,15,Low Discount,120432
Delivery,Debit Card,September,Sunday,17,Medium Discount,121371
Delivery,UPI,September,Sunday,12,Medium Discount,121483
Takeaway,Debit Card,September,Sunday,12,Low Discount,121978
Takeaway,Cash,September,Sunday,17,No Discount,122024
Takeaway,Credit Card,September,Sunday,16,No Discount,122701
Delivery,Debit Card,September,Sunday,18,Medium Discount,123154
Delivery,UPI,September,Sunday,17,High Discount,123353
Delivery,Cash,September,Sunday,16,High Discount,123379
Dine-in,Cash,September,Sunday,12,Medium Discount,124069
Delivery,Cash,September,Sunday,11,No Discount,124600
Takeaway,Debit Card,September,Sunday,13,High Discount,124956
Takeaway,Debit Card,September,Sunday,18,No Discount,125638
Dine-in,Wallet,September,Sunday,20,Low Discount,125641
Dine-in,Debit Card,September,Sunday,14,High Discount,126037
Delivery,Debit Card,September,Sunday,10,Medium Discount,126990
Dine-in,UPI,September,Sunday,10,No Discount,127119
Delivery,Credit Card,September,Sunday,16,No Discount,127240
Takeaway,Cash,September,Sunday,22,High Discount,128416
Dine-in,Wallet,September,Sunday,15,Low Discount,128706
Takeaway,Cash,September,Sunday,22,No Discount,129446
Dine-in,Credit Card,September,Sunday,18,High Discount,129486
Delivery,Debit Card,September,Sunday,15,No Discount,129669
Dine-in,Wallet,September,Sunday,15,No Discount,130050
Dine-in,UPI,September,Sunday,18,High Discount,130727
Dine-in,UPI,September,Sunday,16,Medium Discount,130745
Dine-in,Wallet,September,Sunday,13,No Discount,131082
Delivery,Cash,September,Sunday,13,High Discount,131168
Dine-in,Cash,September,Sunday,12,Low Discount,132230
Takeaway,Credit Card,September,Sunday,14,Low Discount,132236
Takeaway,Wallet,September,Sunday,17,Low Discount,133096
Dine-in,Debit Card,September,Sunday,12,High Discount,133453
Delivery,Wallet,September,Sunday,15,No Discount,133885
Takeaway,Debit Card,September,Sunday,15,Low Discount,134353
Dine-in,Debit Card,September,Sunday,13,No Discount,134570
Delivery,Debit Card,September,Sunday,21,High Discount,134655
Delivery,Debit Card,September,Sunday,19,No Discount,134732
Takeaway,Wallet,September,Sunday,12,High Discount,134817
Takeaway,Debit Card,September,Sunday,20,No Discount,137283
Dine-in,Debit Card,September,Sunday,14,No Discount,137521
Takeaway,Credit Card,September,Sunday,22,Medium Discount,137787
Dine-in,UPI,September,Sunday,12,High Discount,138439
Dine-in,Credit Card,September,Sunday,18,No Discount,138748
Delivery,UPI,September,Sunday,18,High Discount,139210
Dine-in,Cash,September,Sunday,19,No Discount,139478
Takeaway,Debit Card,September,Sunday,12,No Discount,139550
Takeaway,Credit Card,September,Sunday,21,High Discount,139765
Dine-in,UPI,September,Sunday,22,No Discount,139827
Dine-in,Cash,September,Sunday,13,No Discount,140086
Dine-in,Wallet,September,Sunday,19,Low Discount,140628
Takeaway,UPI,September,Sunday,21,No Discount,141082
Takeaway,Credit Card,September,Sunday,16,No Discount,142115
Takeaway,Credit Card,September,Sunday,11,No Discount,142588
Delivery,Credit Card,September,Sunday,16,Low Discount,142738
Dine-in,Credit Card,September,Sunday,10,Medium Discount,143133
Dine-in,UPI,September,Sunday,12,No Discount,143297
Takeaway,UPI,September,Sunday,19,No Discount,143726
Delivery,Wallet,September,Sunday,21,Low Discount,144440
Dine-in,UPI,September,Sunday,12,Medium Discount,144644
Dine-in,Cash,September,Sunday,17,High Discount,145338
Takeaway,Credit Card,September,Sunday,14,No Discount,145400
Takeaway,Credit Card,September,Sunday,10,Low Discount,145598
Takeaway,Credit Card,September,Sunday,18,Low Discount,145865
Dine-in,Cash,September,Sunday,18,No Discount,146128
Takeaway,Wallet,September,Sunday,13,High Discount,146734
Takeaway,UPI,September,Sunday,14,No Discount,147520
Dine-in,Cash,September,Sunday,22,Low Discount,147533
Takeaway,Wallet,September,Sunday,14,Low Discount,148781
Dine-in,UPI,September,Sunday,18,No Discount,149061
Takeaway,Debit Card,September,Sunday,19,Medium Discount,149310
Takeaway,UPI,September,Sunday,22,No Discount,149759
Delivery,Wallet,September,Sunday,19,Low Discount,149818
Delivery,Debit Card,October,Tuesday,22,High Discount,100636
Takeaway,Wallet,October,Tuesday,13,No Discount,100761
Dine-in,UPI,October,Tuesday,16,No Discount,101557
Dine-in,Debit Card,October,Tuesday,21,High Discount,103458
Delivery,Cash,October,Tuesday,21,No Discount,103556
Dine-in,Wallet,October,Tuesday,11,High Discount,103644
Delivery,Debit Card,October,Tuesday,11,High Discount,103733
Delivery,Debit Card,October,Tuesday,21,Low Discount,103735
Takeaway,Debit Card,October,Tuesday,13,Medium Discount,104076
Dine-in,Wallet,October,Tuesday,10,Low Discount,104305
Delivery,UPI,October,Tuesday,11,High Discount,104987
Takeaway,Debit Card,October,Tuesday,17,High Discount,105213
Dine-in,Credit Card,October,Tuesday,12,No Discount,106205
Takeaway,Cash,October,Tuesday,17,Medium Discount,106206
Takeaway,Cash,October,Tuesday,21,Medium Discount,106422
Dine-in,Debit Card,October,Tuesday,11,Low Discount,106978
Dine-in,Credit Card,October,Tuesday,19,No Discount,107129
Dine-in,Credit Card,October,Tuesday,20,No Discount,107638
Delivery,Cash,October,Tuesday,14,No Discount,108307
Dine-in,Debit Card,October,Tuesday,21,Low Discount,109456
Dine-in,Debit Card,October,Tuesday,18,High Discount,109814
Takeaway,Credit Card,October,Tuesday,18,High Discount,110145
Takeaway,Debit Card,October,Tuesday,11,High Discount,110319
Takeaway,UPI,October,Tuesday,11,No Discount,110918
Takeaway,Credit Card,October,Tuesday,16,No Discount,111340
Delivery,Debit Card,October,Tuesday,12,High Discount,112210
Takeaway,Cash,October,Tuesday,13,No Discount,112601
Dine-in,Wallet,October,Tuesday,12,No Discount,113356
Delivery,UPI,October,Tuesday,20,Medium Discount,113380
Takeaway,Credit Card,October,Tuesday,14,Low Discount,113546
Delivery,Debit Card,October,Tuesday,18,Medium Discount,114059
Delivery,Credit Card,October,Tuesday,12,Medium Discount,114691
Takeaway,Credit Card,October,Tuesday,21,No Discount,114860
Dine-in,Debit Card,October,Tuesday,12,Medium Discount,114993
Takeaway,Cash,October,Tuesday,11,No Discount,115409
Takeaway,Wallet,October,Tuesday,14,No Discount,115847
Takeaway,UPI,October,Tuesday,11,High Discount,115930
Takeaway,Credit Card,October,Tuesday,17,High Discount,116165
Takeaway,Credit Card,October,Tuesday,15,High Discount,116321
Delivery,Debit Card,October,Tuesday,10,High Discount,117379
Delivery,Wallet,October,Tuesday,17,No Discount,117827
Dine-in,Debit Card,October,Tuesday,10,High Discount,117883
Dine-in,Credit Card,October,Tuesday,13,Low Discount,117980
Dine-in,Wallet,October,Tuesday,17,Medium Discount,118479
Delivery,UPI,October,Tuesday,20,Low Discount,118563
Delivery,Wallet,October,Tuesday,17,No Discount,118812
Dine-in,Debit Card,October,Tuesday,22,No Discount,118860
Delivery,UPI,October,Tuesday,13,Medium Discount,119330
Dine-in,Credit Card,October,Tuesday,19,Medium Discount,119353
Takeaway,Credit Card,October,Tuesday,16,High Discount,119501
Takeaway,Wallet,October,Tuesday,18,Low Discount,119527
Delivery,Wallet,October,Tuesday,15,No Discount,119604
Delivery,Debit Card,October,Tuesday,14,No Discount,120311
Dine-in,Cash,October,Tuesday,20,No Discount,120348
Delivery,Wallet,October,Tuesday,19,High Discount,120819
Takeaway,Cash,October,Tuesday,10,No Discount,120865
Delivery,UPI,October,Tuesday,16,High Discount,121305
Dine-in,Credit Card,October,Tuesday,19,High Discount,122123
Takeaway,UPI,October,Tuesday,20,Low Discount,122657
Delivery,Credit Card,October,Tuesday,11,High Discount,123643
Delivery,Wallet,October,Tuesday,21,High Discount,123852
Takeaway,Wallet,October,Tuesday,13,No Discount,124171
Takeaway,Debit Card,October,Tuesday,15,High Discount,124421
Takeaway,Credit Card,October,Tuesday,13,No Discount,124905
Dine-in,Credit Card,October,Tuesday,19,Low Discount,124986
